customer_id,age,gender,location,income_level,annual_income,spending_score,purchase_frequency,avg_order_value,total_annual_spend,days_since_last_visit,num_categories_bought,loyalty_years,discount_usage_pct,online_purchase_pct,return_rate,support_tickets,preferred_category
CUST00467,26,Female,Suburban,Medium,52560,23,34,400.11,13603.74,300,3,7,0.51,0.51,0.112,10,Travel
CUST00468,49,Male,Suburban,Medium,51267,33,13,79.28,1030.64,83,8,4,0.85,0.32,0.186,10,Books
CUST00469,27,Female,Urban,Medium,56462,34,47,264.01,12408.47,161,5,8,0.09,0.91,0.054,5,Sports
CUST00470,67,Male,Suburban,Low,14676,1,48,57.35,2752.8,129,1,6,0.04,0.53,0.16,2,Beauty
CUST00471,57,Male,Urban,Medium,53678,28,20,319.96,6399.2,36,7,6,0.64,0.87,0.217,5,Fashion
CUST00472,60,Male,Rural,High,97600,38,39,40.84,1592.76,28,10,8,0.15,0.39,0.028,5,Sports
CUST00473,40,Male,Suburban,Low,15522,7,40,472.8,18912.0,228,2,10,0.52,0.83,0.295,4,Travel
CUST00474,42,Female,Urban,Very High,146080,69,36,111.79,4024.44,154,1,4,0.01,0.06,0.101,3,Home & Garden
CUST00475,51,Male,Urban,Medium,49600,34,10,344.62,3446.2,302,10,5,0.78,0.3,0.193,9,Electronics
CUST00476,59,Female,Urban,High,93596,57,3,72.86,218.58,245,6,6,0.9,0.08,0.033,4,Books
CUST00477,62,Male,Urban,High,97344,47,19,112.7,2141.3,32,3,9,0.84,0.03,0.213,0,Beauty
CUST00478,18,Male,Rural,High,94733,48,7,230.97,1616.79,306,8,5,0.96,0.92,0.252,7,Beauty
CUST00479,53,Female,Suburban,High,94705,51,16,290.82,4653.12,182,4,4,0.9,0.72,0.032,7,Beauty
CUST00480,23,Male,Urban,High,89059,49,34,499.44,16980.96,207,4,9,0.44,0.63,0.038,4,Fashion
CUST00481,33,Other,Rural,Medium,52326,30,31,22.7,703.7,353,3,10,0.4,0.53,0.084,6,Electronics
CUST00482,61,Female,Urban,Medium,45379,31,11,10.15,111.65,234,6,6,0.9,0.57,0.004,10,Books
CUST00483,31,Female,Rural,Low,19410,24,1,181.68,181.68,9,2,1,0.93,0.64,0.296,10,Books
CUST00484,60,Male,Urban,Medium,45023,32,12,189.42,2273.04,65,4,3,0.97,0.83,0.18,8,Electronics
CUST00485,42,Male,Suburban,Low,12434,1,24,443.08,10633.92,156,4,5,0.77,0.6,0.182,6,Sports
CUST00486,30,Female,Rural,Low,25704,11,41,457.17,18743.97,14,1,7,0.2,0.75,0.288,0,Sports
CUST00487,35,Male,Urban,Low,24876,11,19,441.46,8387.74,62,8,7,0.94,0.28,0.25,5,Grocery
CUST00488,46,Male,Suburban,Medium,50172,25,15,80.16,1202.4,289,1,9,0.95,0.98,0.244,9,Beauty
CUST00489,58,Male,Rural,Low,12231,7,29,211.93,6145.97,53,10,0,0.67,0.03,0.102,9,Travel
CUST00490,50,Female,Urban,Medium,43442,28,4,375.48,1501.92,61,1,5,0.86,0.39,0.1,8,Books
CUST00491,67,Female,Urban,High,83788,39,12,163.18,1958.16,185,4,7,0.56,0.88,0.088,10,Fashion
CUST00492,63,Female,Suburban,High,93473,39,2,334.99,669.98,34,1,10,0.94,0.18,0.104,5,Home & Garden
CUST00493,57,Female,Urban,Medium,45256,21,28,126.2,3533.6,94,4,1,0.09,0.14,0.111,1,Travel
CUST00494,49,Male,Urban,Medium,46002,34,24,168.48,4043.52,343,7,9,0.86,0.37,0.042,5,Fashion
CUST00495,33,Female,Urban,Medium,55778,21,31,431.61,13379.91,231,1,0,0.06,0.43,0.107,3,Books
CUST00496,39,Male,Suburban,Medium,56023,13,33,132.75,4380.75,352,6,2,0.34,0.93,0.134,9,Home & Garden
CUST00497,24,Female,Urban,High,94209,62,21,482.52,10132.92,130,8,9,0.14,0.84,0.093,8,Sports
CUST00498,37,Male,Urban,Low,16953,1,46,160.07,7363.22,225,5,8,0.48,0.46,0.05,4,Grocery
CUST00499,67,Other,Suburban,Very High,151279,78,48,21.53,1033.44,88,2,10,0.23,0.97,0.112,4,Travel
CUST00500,40,Male,Suburban,Low,15204,16,6,134.9,809.4,139,7,6,0.95,0.64,0.144,1,Sports
CUST00501,24,Male,Suburban,High,95727,40,48,93.89,4506.72,64,2,6,0.56,0.87,0.216,0,Sports
CUST00502,52,Male,Urban,Medium,43357,16,11,258.35,2841.85,305,1,5,0.9,0.25,0.213,3,Home & Garden
CUST00503,69,Male,Rural,Low,23911,4,13,65.23,847.99,68,5,5,0.28,0.49,0.061,2,Electronics
CUST00504,63,Male,Suburban,High,90185,34,28,316.76,8869.28,75,3,5,0.03,0.03,0.011,2,Books
CUST00505,32,Female,Urban,Low,24120,1,2,438.7,877.4,170,1,3,0.78,0.01,0.091,10,Grocery
CUST00506,42,Male,Rural,High,89212,34,19,187.63,3564.97,157,8,9,0.7,0.71,0.047,7,Fashion
CUST00507,46,Female,Urban,Medium,44530,21,11,92.56,1018.16,115,6,3,0.55,0.12,0.119,6,Books
CUST00508,31,Male,Urban,Low,24021,13,26,206.01,5356.26,131,10,6,0.82,0.55,0.294,1,Fashion
CUST00509,32,Female,Urban,Low,22097,1,43,395.12,16990.16,108,5,7,0.84,0.7,0.054,9,Beauty
CUST00510,30,Male,Suburban,High,89434,55,49,299.83,14691.67,334,5,5,0.59,0.03,0.096,7,Home & Garden
CUST00511,70,Female,Urban,Medium,47963,28,12,59.56,714.72,212,9,6,0.97,0.45,0.218,5,Books
CUST00512,57,Female,Urban,High,87501,30,29,273.22,7923.38,336,1,0,0.72,0.68,0.153,5,Electronics
CUST00513,62,Male,Urban,High,89698,55,25,239.36,5984.0,361,4,3,0.68,0.89,0.013,6,Books
CUST00514,61,Female,Urban,High,86186,28,22,170.29,3746.38,238,8,4,0.36,0.3,0.049,9,Fashion
CUST00515,68,Male,Urban,Medium,46518,25,33,63.98,2111.34,302,3,4,0.0,0.97,0.281,7,Books
CUST00516,23,Male,Suburban,High,86450,42,52,490.74,25518.48,41,9,9,0.24,0.84,0.031,5,Grocery
CUST00517,64,Female,Urban,Very High,142202,71,22,96.26,2117.72,347,3,9,0.76,0.65,0.191,7,Electronics
CUST00518,21,Female,Urban,Low,26846,27,4,104.44,417.76,177,5,7,0.71,0.39,0.238,10,Home & Garden
CUST00519,43,Male,Suburban,Medium,45785,35,48,81.34,3904.32,261,9,3,0.33,0.71,0.08,3,Electronics
CUST00520,49,Male,Urban,Low,14641,1,49,289.39,14180.11,90,3,0,0.63,0.82,0.218,9,Grocery
CUST00521,36,Female,Suburban,Medium,44418,24,17,227.4,3865.8,35,10,8,0.2,0.3,0.051,6,Beauty
CUST00522,25,Female,Urban,High,97811,62,27,132.28,3571.56,323,1,9,0.26,0.99,0.085,2,Sports
CUST00523,28,Other,Urban,Medium,49628,31,45,220.42,9918.9,165,3,5,0.95,0.91,0.094,10,Beauty
CUST00524,61,Female,Urban,Medium,47231,35,27,340.03,9180.81,51,6,9,0.41,0.49,0.299,7,Travel
CUST00525,34,Female,Urban,Medium,48462,22,26,148.03,3848.78,241,6,10,0.24,0.72,0.064,4,Home & Garden
CUST00526,34,Male,Urban,Low,13414,1,48,458.47,22006.56,20,10,6,0.49,0.52,0.039,2,Sports
CUST00527,66,Female,Suburban,Medium,47018,23,44,160.11,7044.84,165,10,2,0.39,0.76,0.278,10,Electronics
CUST00528,25,Male,Urban,High,85979,52,27,107.11,2891.97,258,7,0,0.73,0.83,0.049,9,Grocery
CUST00529,66,Female,Suburban,Medium,54852,40,9,477.74,4299.66,263,7,8,0.96,0.02,0.264,0,Beauty
CUST00530,66,Male,Suburban,Medium,42934,27,23,407.17,9364.91,166,4,6,0.59,0.08,0.195,6,Electronics
CUST00531,49,Female,Urban,High,88807,50,36,178.14,6413.04,136,9,1,0.59,0.34,0.173,1,Grocery
CUST00532,26,Female,Suburban,Low,24641,12,15,422.3,6334.5,307,7,0,0.36,0.92,0.225,3,Fashion
CUST00533,26,Female,Urban,Medium,55338,21,28,264.22,7398.16,68,1,10,0.56,0.4,0.218,6,Books
CUST00534,33,Female,Urban,Low,20201,8,35,179.91,6296.85,28,9,3,0.32,0.89,0.033,2,Sports
CUST00535,48,Male,Urban,Very High,145560,72,5,421.41,2107.05,58,4,3,0.0,0.46,0.3,5,Beauty
CUST00536,26,Female,Suburban,High,87392,53,30,378.56,11356.8,293,5,6,0.87,0.29,0.283,4,Beauty
CUST00537,42,Male,Rural,Medium,45556,24,39,155.96,6082.44,172,5,4,0.43,0.9,0.269,6,Fashion
CUST00538,24,Male,Urban,Low,22593,20,12,307.27,3687.24,14,9,10,0.49,0.56,0.187,8,Electronics
CUST00539,46,Male,Suburban,Low,16682,1,29,191.0,5539.0,62,3,7,0.08,0.36,0.157,1,Home & Garden
CUST00540,19,Male,Suburban,Medium,52090,34,37,10.52,389.24,11,4,3,0.84,0.04,0.161,8,Fashion
CUST00541,55,Male,Urban,Medium,52491,26,3,481.29,1443.87,298,1,2,0.17,0.11,0.004,2,Grocery
CUST00542,20,Female,Suburban,Very High,157038,93,34,279.32,9496.88,169,4,9,0.41,0.14,0.15,0,Grocery
CUST00543,28,Female,Suburban,High,87925,42,14,303.23,4245.22,25,1,6,0.84,0.36,0.187,4,Books
CUST00544,27,Female,Rural,Medium,57381,27,21,303.95,6382.95,81,6,10,0.46,0.61,0.198,3,Grocery
CUST00545,62,Male,Rural,High,88411,32,34,279.81,9513.54,226,9,3,0.93,0.31,0.1,2,Fashion
CUST00546,20,Male,Urban,Very High,152891,86,1,152.12,152.12,217,5,0,0.21,0.07,0.141,4,Travel
CUST00547,40,Male,Urban,Medium,52586,32,1,486.07,486.07,300,10,9,0.72,0.26,0.191,9,Electronics
CUST00548,49,Female,Suburban,Medium,55085,38,24,314.62,7550.88,10,10,2,0.98,0.41,0.128,6,Fashion
CUST00549,45,Female,Urban,Very High,149506,61,50,338.75,16937.5,26,1,9,0.55,0.99,0.289,8,Grocery
CUST00550,54,Male,Urban,Low,24679,3,1,232.85,232.85,13,6,7,0.69,0.39,0.212,1,Electronics
CUST00551,60,Female,Rural,High,87685,55,42,151.05,6344.1,144,6,2,0.39,0.09,0.0,0,Travel
CUST00552,38,Male,Urban,Low,19861,1,4,41.53,166.12,266,4,8,0.75,0.58,0.007,3,Grocery
CUST00553,61,Male,Urban,Medium,49995,24,26,181.61,4721.86,242,9,0,0.91,0.92,0.207,8,Books
CUST00554,34,Male,Suburban,High,93272,43,23,96.29,2214.67,77,4,4,0.7,0.79,0.124,9,Fashion
CUST00555,70,Male,Urban,Medium,51894,39,25,334.42,8360.5,240,1,3,0.94,0.84,0.252,1,Sports
CUST00556,44,Female,Urban,Medium,43252,32,5,440.71,2203.55,240,6,7,0.59,0.93,0.052,5,Fashion
CUST00557,57,Female,Rural,Medium,54945,39,40,158.35,6334.0,70,3,5,0.58,0.64,0.004,4,Fashion
CUST00558,64,Male,Urban,Low,24129,5,15,173.11,2596.65,274,4,6,0.3,0.99,0.116,8,Home & Garden
CUST00559,60,Female,Urban,Low,13672,9,41,338.48,13877.68,155,6,5,0.71,0.03,0.221,2,Books
CUST00560,63,Female,Urban,Medium,57390,34,35,83.14,2909.9,22,8,8,0.88,0.83,0.292,5,Grocery
CUST00561,46,Female,Rural,Medium,52572,40,29,465.42,13497.18,143,3,1,0.65,0.86,0.265,9,Books
CUST00562,20,Female,Urban,Medium,43359,6,17,188.28,3200.76,281,4,7,0.23,0.92,0.145,5,Electronics
CUST00563,44,Male,Suburban,Low,19862,24,34,59.59,2026.06,255,1,0,0.54,0.48,0.244,8,Grocery
CUST00564,27,Female,Urban,High,95378,43,52,95.6,4971.2,98,4,0,0.76,0.79,0.021,6,Sports
CUST00565,65,Male,Urban,Medium,46477,11,49,467.05,22885.45,277,6,7,0.94,0.2,0.172,6,Home & Garden
CUST00566,30,Other,Rural,Medium,56928,32,48,131.09,6292.32,143,7,1,0.16,0.6,0.277,2,Sports
CUST00567,30,Male,Suburban,Medium,48694,33,12,334.51,4014.12,168,3,8,0.13,0.36,0.119,10,Beauty
CUST00568,31,Female,Rural,Low,15619,1,31,86.52,2682.12,32,1,1,0.41,0.6,0.288,2,Electronics
CUST00569,52,Male,Urban,High,87703,29,21,105.11,2207.31,364,6,1,0.13,0.68,0.066,10,Beauty
CUST00570,48,Male,Suburban,Medium,50397,37,51,440.83,22482.33,307,7,10,0.98,0.35,0.032,10,Books
CUST00571,68,Female,Rural,Low,23010,24,50,82.54,4127.0,72,1,1,0.42,0.22,0.157,5,Books
CUST00572,40,Female,Urban,Very High,156846,67,46,19.19,882.74,205,6,10,0.53,0.32,0.272,9,Grocery
CUST00573,32,Male,Urban,High,85118,55,9,255.6,2300.4,285,1,3,0.23,0.66,0.093,7,Grocery
CUST00574,20,Female,Rural,High,97364,61,17,432.74,7356.58,185,5,8,0.45,0.68,0.24,8,Travel
CUST00575,18,Female,Urban,High,90443,60,37,169.74,6280.38,77,7,10,0.98,0.74,0.051,0,Books
CUST00576,37,Male,Suburban,Very High,144046,63,39,72.8,2839.2,354,8,1,0.49,0.13,0.224,1,Travel
CUST00577,67,Female,Rural,Medium,56824,30,19,491.29,9334.51,99,8,3,0.01,0.82,0.167,0,Travel
CUST00578,45,Female,Urban,Medium,47584,38,8,341.6,2732.8,123,8,6,0.24,0.69,0.053,0,Home & Garden
CUST00579,65,Female,Urban,Medium,51929,37,8,426.84,3414.72,136,3,9,0.98,0.03,0.215,9,Fashion
CUST00580,23,Male,Urban,Medium,53171,29,36,378.55,13627.8,326,9,2,0.99,0.34,0.214,1,Fashion
CUST00581,22,Male,Urban,Low,12214,1,24,352.14,8451.36,183,4,2,0.21,0.47,0.155,0,Grocery
CUST00582,62,Female,Urban,Low,15545,1,26,198.44,5159.44,263,4,4,0.62,0.36,0.068,10,Books
CUST00583,23,Female,Suburban,High,92983,39,43,168.93,7263.99,329,8,2,0.08,0.12,0.04,3,Grocery
CUST00584,20,Female,Urban,High,87196,30,1,361.31,361.31,339,4,2,0.58,0.21,0.287,8,Grocery
CUST00585,39,Other,Suburban,High,82149,32,40,361.19,14447.6,313,1,1,0.13,0.02,0.197,10,Books
CUST00586,67,Female,Urban,Medium,42372,8,15,475.79,7136.85,332,8,9,0.82,0.09,0.243,5,Fashion
CUST00587,54,Female,Urban,Low,25223,20,49,288.64,14143.36,347,7,8,0.94,0.27,0.209,10,Beauty
CUST00588,23,Female,Urban,Medium,44456,25,50,154.36,7718.0,362,6,1,0.17,0.82,0.249,10,Sports
CUST00589,62,Female,Suburban,Medium,43606,22,27,249.87,6746.49,235,2,5,0.46,0.53,0.049,1,Travel
CUST00590,62,Male,Urban,Very High,150997,85,17,310.72,5282.24,49,7,7,0.1,0.42,0.149,1,Home & Garden
CUST00591,60,Male,Urban,High,83903,38,13,219.1,2848.3,42,2,6,0.34,0.66,0.2,4,Sports
CUST00592,65,Female,Rural,Very High,152450,73,10,397.66,3976.6,291,6,10,0.07,0.54,0.031,6,Books
CUST00593,30,Male,Suburban,High,90706,36,52,296.46,15415.92,116,6,7,0.26,0.13,0.045,8,Travel
CUST00594,69,Male,Urban,Very High,152383,74,10,14.62,146.2,294,8,7,0.99,0.22,0.19,2,Beauty
CUST00595,34,Female,Rural,Medium,49866,14,24,289.22,6941.28,342,10,0,0.04,0.22,0.261,2,Beauty
CUST00596,60,Male,Urban,Low,24454,15,25,320.47,8011.75,236,2,0,0.86,0.6,0.198,3,Travel
CUST00597,48,Male,Urban,Low,22316,26,36,458.48,16505.28,279,2,6,0.08,0.46,0.011,2,Travel
CUST00598,59,Female,Urban,Medium,48644,25,44,212.72,9359.68,102,6,9,0.53,0.39,0.291,10,Beauty
CUST00599,51,Female,Urban,Medium,42246,15,30,291.49,8744.7,159,10,4,0.45,0.56,0.042,4,Grocery
CUST00600,52,Male,Urban,Low,16376,14,40,242.75,9710.0,353,2,7,0.93,0.97,0.07,9,Beauty
CUST00601,50,Male,Suburban,Very High,144103,82,30,270.51,8115.3,299,5,2,0.2,0.31,0.292,0,Fashion
CUST00602,59,Male,Urban,Low,12249,5,23,42.98,988.54,75,5,5,0.18,0.52,0.231,1,Sports
CUST00603,57,Female,Suburban,Very High,146371,65,9,449.67,4047.03,342,4,8,0.75,0.48,0.281,8,Home & Garden
CUST00604,25,Female,Rural,High,85306,49,11,456.1,5017.1,183,7,7,0.73,0.72,0.242,2,Travel
CUST00605,61,Male,Suburban,Medium,43227,11,23,278.55,6406.65,309,3,1,0.7,0.73,0.196,0,Sports
CUST00606,46,Female,Suburban,High,86998,58,3,282.71,848.13,191,5,9,0.03,0.73,0.085,6,Travel
CUST00607,35,Male,Suburban,Medium,50105,19,17,38.2,649.4,221,9,10,0.26,0.2,0.098,1,Books
CUST00608,45,Male,Rural,Medium,44851,17,25,303.0,7575.0,60,4,5,0.84,0.45,0.284,0,Books
CUST00609,69,Other,Urban,Low,16370,15,25,220.28,5507.0,124,1,3,0.6,0.81,0.258,4,Fashion
CUST00610,63,Male,Urban,Very High,142322,56,43,357.43,15369.49,264,9,5,0.6,0.38,0.108,6,Books
CUST00611,62,Male,Suburban,Medium,42806,12,51,33.09,1687.59,308,3,8,0.3,0.98,0.112,5,Grocery
CUST00612,42,Male,Suburban,Medium,44519,10,38,358.33,13616.54,33,8,4,0.26,0.36,0.089,6,Sports
CUST00613,59,Female,Urban,High,89247,41,5,150.58,752.9,29,8,0,0.95,0.5,0.098,0,Home & Garden
CUST00614,38,Female,Suburban,High,92658,48,22,329.34,7245.48,253,6,0,0.73,0.47,0.258,3,Grocery
CUST00615,54,Other,Urban,Medium,54614,17,38,317.29,12057.02,164,1,8,0.13,0.43,0.003,3,Travel
CUST00616,51,Male,Rural,Medium,52073,21,31,121.15,3755.65,310,10,8,0.94,0.85,0.131,3,Travel
CUST00617,31,Male,Urban,Low,21870,18,24,225.82,5419.68,25,7,8,0.58,0.16,0.283,6,Sports
CUST00618,32,Female,Urban,High,96971,62,23,419.46,9647.58,128,5,1,0.33,0.57,0.163,2,Electronics
CUST00619,21,Male,Urban,Medium,46090,8,22,306.74,6748.28,13,9,1,0.4,0.62,0.135,6,Fashion
CUST00620,25,Female,Urban,Medium,54771,31,31,43.68,1354.08,259,8,4,0.73,0.85,0.094,10,Fashion
CUST00621,40,Female,Urban,Low,26990,1,10,227.03,2270.3,314,8,2,0.38,0.61,0.022,7,Travel
CUST00622,43,Male,Urban,Medium,51084,26,27,162.77,4394.79,58,2,4,0.58,0.96,0.067,4,Home & Garden
CUST00623,26,Female,Urban,Medium,55449,39,11,324.41,3568.51,119,7,6,0.71,0.87,0.027,4,Electronics
CUST00624,40,Male,Urban,Medium,44201,31,36,311.14,11201.04,309,3,3,0.2,0.35,0.038,6,Sports
CUST00625,50,Male,Urban,Low,26061,5,45,15.1,679.5,16,1,1,0.94,0.86,0.049,7,Travel
CUST00626,30,Female,Urban,Low,21025,3,27,307.77,8309.79,348,4,4,0.36,0.96,0.091,3,Sports
CUST00627,35,Female,Urban,Medium,45544,31,21,370.08,7771.68,324,2,7,0.42,0.26,0.003,0,Home & Garden
CUST00628,37,Female,Urban,Low,12985,16,49,386.68,18947.32,56,2,6,0.7,0.61,0.285,7,Fashion
CUST00629,44,Female,Urban,High,93519,39,35,38.9,1361.5,51,8,3,0.61,0.28,0.037,7,Travel
CUST00630,37,Other,Urban,Very High,148894,59,23,158.79,3652.17,253,6,3,0.44,0.65,0.115,1,Electronics
CUST00631,57,Other,Urban,Medium,46960,21,2,216.42,432.84,4,4,6,0.65,0.09,0.264,6,Travel
CUST00632,35,Female,Suburban,Very High,148244,78,1,98.09,98.09,185,2,1,0.9,0.73,0.032,0,Fashion
CUST00633,40,Male,Rural,Low,27857,11,12,216.16,2593.92,25,8,9,0.8,0.42,0.145,7,Fashion
CUST00634,38,Female,Rural,Low,18845,22,13,44.85,583.05,194,7,9,0.82,0.59,0.253,8,Grocery
CUST00635,27,Other,Suburban,High,83260,51,38,65.48,2488.24,128,6,0,0.26,0.03,0.167,0,Electronics
CUST00636,54,Male,Suburban,High,86477,52,27,337.66,9116.82,258,2,10,0.42,0.7,0.063,7,Electronics
CUST00637,30,Male,Urban,High,84325,27,52,138.66,7210.32,322,2,0,0.55,0.5,0.221,1,Fashion
CUST00638,33,Male,Suburban,Low,22973,22,29,358.59,10399.11,179,2,5,0.04,0.63,0.204,2,Beauty
CUST00639,60,Male,Suburban,High,94807,55,47,33.57,1577.79,235,1,7,0.77,0.32,0.109,7,Books
CUST00640,68,Female,Suburban,Medium,55455,24,29,285.72,8285.88,220,10,3,0.32,0.15,0.014,3,Fashion
CUST00641,53,Male,Rural,Medium,52126,29,19,201.81,3834.39,360,4,2,0.28,0.44,0.002,10,Beauty
CUST00642,66,Female,Urban,Low,24297,22,38,400.52,15219.76,85,7,0,0.26,0.94,0.248,10,Grocery
CUST00643,63,Female,Suburban,Very High,148677,87,24,394.14,9459.36,88,10,8,0.28,0.23,0.096,10,Home & Garden
CUST00644,43,Female,Suburban,Low,22044,13,15,194.02,2910.3,139,10,0,0.34,0.68,0.041,1,Grocery
CUST00645,58,Male,Urban,High,83711,27,25,315.13,7878.25,269,4,5,0.6,0.05,0.156,1,Travel
CUST00646,35,Male,Rural,Medium,50614,29,35,121.5,4252.5,316,5,4,0.58,0.72,0.276,2,Sports
CUST00647,42,Female,Urban,High,90920,51,20,294.4,5888.0,102,5,10,0.26,0.24,0.003,6,Sports
CUST00648,46,Female,Rural,High,82497,27,37,49.82,1843.34,41,1,10,0.21,0.45,0.017,4,Books
CUST00649,68,Female,Suburban,High,90773,55,51,222.96,11370.96,223,8,8,0.83,0.37,0.125,8,Beauty
CUST00650,62,Female,Urban,Low,23567,2,22,99.54,2189.88,219,6,8,0.09,0.11,0.203,3,Fashion
CUST00651,43,Male,Suburban,Low,17881,20,16,442.86,7085.76,137,4,5,0.51,0.35,0.143,2,Fashion
CUST00652,52,Female,Urban,Medium,50720,27,21,228.0,4788.0,68,6,3,0.52,0.35,0.269,7,Grocery
CUST00653,28,Male,Suburban,Medium,46577,17,44,299.48,13177.12,311,8,1,0.57,0.52,0.013,6,Electronics
CUST00654,60,Male,Suburban,Low,16332,1,10,186.59,1865.9,309,1,10,0.89,0.97,0.102,7,Beauty
CUST00655,47,Female,Suburban,Low,14072,1,51,151.48,7725.48,273,7,4,0.62,0.47,0.105,3,Home & Garden
CUST00656,46,Male,Rural,Medium,47245,30,22,109.43,2407.46,212,9,4,0.97,0.91,0.102,5,Electronics
CUST00657,58,Male,Urban,Low,24851,8,44,456.82,20100.08,96,8,1,0.87,0.46,0.146,10,Home & Garden
CUST00658,51,Male,Urban,Low,26970,24,41,401.74,16471.34,148,7,3,0.21,0.11,0.237,6,Books
CUST00659,21,Male,Urban,Very High,152170,68,41,75.3,3087.3,25,1,6,0.24,0.23,0.095,10,Travel
CUST00660,33,Female,Urban,Medium,51990,38,48,375.9,18043.2,92,8,4,0.34,0.41,0.223,4,Travel
CUST00661,27,Male,Urban,Very High,151821,89,10,215.08,2150.8,165,8,6,0.39,0.33,0.044,0,Travel
CUST00662,56,Female,Urban,Very High,149615,62,31,17.54,543.74,160,5,2,0.55,0.87,0.168,8,Sports
CUST00663,19,Female,Urban,Low,18768,14,6,268.9,1613.4,30,6,0,0.23,0.68,0.113,5,Travel
CUST00664,28,Male,Urban,High,91935,59,16,73.72,1179.52,350,7,9,0.22,0.58,0.162,0,Travel
CUST00665,49,Male,Rural,Medium,54551,22,3,112.87,338.61,98,2,4,0.38,0.49,0.032,1,Beauty
CUST00666,54,Female,Urban,High,88620,31,36,351.06,12638.16,186,3,3,0.67,0.4,0.286,3,Home & Garden
CUST00667,44,Female,Rural,Low,21054,22,32,136.0,4352.0,170,8,3,0.69,0.61,0.272,2,Travel
CUST00668,63,Female,Urban,Low,19523,8,39,447.03,17434.17,172,10,7,0.98,0.12,0.248,7,Home & Garden
CUST00669,66,Female,Urban,Low,16568,1,10,332.01,3320.1,309,3,6,0.2,0.16,0.268,6,Fashion
CUST00670,25,Male,Suburban,Medium,46645,34,18,417.82,7520.76,273,5,4,0.39,0.3,0.044,3,Electronics
CUST00671,68,Male,Urban,Very High,143260,77,36,311.44,11211.84,317,10,10,0.96,0.17,0.151,0,Sports
CUST00672,50,Female,Urban,High,89038,31,43,435.74,18736.82,139,2,9,0.69,0.68,0.095,0,Electronics
CUST00673,51,Male,Suburban,High,93400,39,47,187.23,8799.81,97,3,2,0.59,0.02,0.266,10,Electronics
CUST00674,23,Female,Urban,Very High,152970,61,4,279.08,1116.32,157,1,7,0.54,0.16,0.057,3,Fashion
CUST00675,50,Female,Urban,High,97771,62,21,262.79,5518.59,205,3,10,0.08,0.9,0.066,1,Sports
CUST00676,56,Female,Suburban,Low,12639,1,1,452.86,452.86,123,7,5,0.89,1.0,0.206,7,Home & Garden
CUST00677,48,Male,Urban,High,94171,56,43,90.81,3904.83,168,4,0,0.63,0.49,0.027,9,Sports
CUST00678,22,Male,Suburban,Medium,54721,27,7,293.25,2052.75,56,10,1,0.57,0.5,0.22,1,Sports
CUST00679,45,Male,Urban,Low,18983,12,43,379.67,16325.81,214,9,7,0.54,0.77,0.08,10,Travel
CUST00680,67,Male,Rural,Medium,46527,33,9,191.32,1721.88,261,9,9,0.39,0.04,0.198,7,Fashion
CUST00681,56,Female,Suburban,Very High,147713,85,1,435.11,435.11,193,8,1,0.25,0.43,0.262,2,Home & Garden
CUST00682,25,Male,Rural,Medium,52921,14,46,192.78,8867.88,319,8,6,0.76,0.1,0.183,8,Sports
CUST00683,68,Male,Suburban,Medium,55795,12,23,94.92,2183.16,364,6,5,0.51,0.4,0.064,4,Grocery
CUST00684,68,Male,Urban,Low,22284,1,23,296.18,6812.14,331,10,3,0.03,0.98,0.015,6,Fashion
CUST00685,26,Male,Suburban,Low,20227,16,34,216.08,7346.72,34,1,6,0.4,0.75,0.013,1,Electronics
CUST00686,60,Female,Urban,Low,22442,13,15,17.44,261.6,322,8,9,0.93,0.99,0.027,2,Grocery
CUST00687,39,Male,Suburban,High,83129,28,36,44.22,1591.92,122,2,2,0.37,0.75,0.174,8,Grocery
CUST00688,49,Other,Suburban,High,91730,37,23,105.69,2430.87,165,4,0,0.41,0.61,0.104,8,Fashion
CUST00689,41,Male,Urban,Low,12674,7,15,386.97,5804.55,151,3,3,0.62,0.75,0.073,0,Grocery
CUST00690,59,Female,Rural,Medium,57346,35,21,447.1,9389.1,104,7,3,0.8,0.66,0.066,2,Beauty
CUST00691,70,Male,Urban,Low,26228,8,1,277.36,277.36,321,8,7,0.67,0.46,0.285,6,Books
CUST00692,60,Male,Suburban,Low,20134,24,16,61.73,987.68,233,1,5,0.85,0.29,0.036,9,Sports
CUST00693,67,Female,Suburban,Medium,47985,38,31,271.87,8427.97,353,7,0,0.11,0.52,0.091,7,Electronics
CUST00694,68,Other,Urban,High,93717,54,8,429.25,3434.0,349,3,3,0.92,0.26,0.141,7,Beauty
CUST00695,22,Female,Suburban,Medium,52201,25,7,377.24,2640.68,154,1,8,0.9,0.49,0.0,4,Fashion
CUST00696,31,Male,Suburban,Medium,53287,38,35,152.64,5342.4,266,5,5,0.52,0.15,0.276,0,Electronics
CUST00697,56,Male,Urban,Medium,50249,32,23,70.71,1626.33,184,6,6,0.62,0.57,0.03,8,Sports
CUST00698,49,Female,Suburban,Low,15780,8,8,451.33,3610.64,181,3,2,0.21,0.25,0.205,8,Home & Garden
CUST00699,20,Male,Urban,Low,13172,4,39,428.5,16711.5,270,4,3,0.45,0.29,0.189,4,Grocery
CUST00700,23,Female,Suburban,Very High,146533,83,41,36.32,1489.12,252,10,1,0.2,0.5,0.243,5,Travel
CUST00701,45,Female,Urban,High,90464,47,2,413.6,827.2,333,4,0,0.02,0.16,0.195,2,Electronics
